trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
696,True,"{'a': 0, 'e': 0}",25,12,19.340496720655683,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,True,"{'a': 0, 'e': 0}",20,15,11.175223304484101,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,True,"{'a': 0, 'e': 0}",20,11,13.373089165153472,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,True,"{'a': 0, 'e': 0}",25,16,15.20015300343121,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,True,"{'a': 0, 'e': 0}",25,15,20.56738347827778,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,True,"{'a': 0, 'e': 0}",20,14,12.141693377671828,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,True,"{'a': 0, 'e': 0}",20,16,7.652315695370375,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,True,"{'a': 0, 'e': 0}",25,5,34.32878614345878,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,True,"{'a': 0, 'e': 0}",25,17,14.68999468022631,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,True,"{'a': 0, 'e': 0}",25,17,14.029939907049098,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,True,"{'a': 0, 'e': 0}",25,18,11.680011896987,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,True,"{'a': 0, 'e': 0}",35,20,28.621102757685733,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,True,"{'a': 0, 'e': 0}",25,19,11.601815687651847,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,True,"{'a': 0, 'e': 0}",20,15,10.487107023593508,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,True,"{'a': 0, 'e': 0}",30,18,26.890590248704584,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,True,"{'a': 0, 'e': 0}",25,8,29.640906111073722,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,True,"{'a': 0, 'e': 0}",25,8,30.09443734304593,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,True,"{'a': 0, 'e': 0}",30,19,21.2836786357841,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,True,"{'a': 0, 'e': 0}",20,12,14.884940588534288,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,True,"{'a': 0, 'e': 0}",20,13,12.840844888896253,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,True,"{'a': 0, 'e': 0}",20,10,15.95332834428616,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,True,"{'a': 0, 'e': 0}",25,8,28.90596436677535,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,True,"{'a': 0, 'e': 0}",25,9,27.982497946001814,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,True,"{'a': 0, 'e': 0}",20,12,15.510049930701655,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,True,"{'a': 0, 'e': 0}",30,16,30.138486683851408,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,True,"{'a': 0, 'e': 0}",20,12,13.63851778202101,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,True,"{'a': 0, 'e': 0}",20,14,10.34550314082124,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,True,"{'a': 0, 'e': 0}",25,17,16.43877835819158,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,True,"{'a': 0, 'e': 0}",25,12,22.845776730290105,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,True,"{'a': 0, 'e': 0}",25,19,13.403786367216107,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,True,"{'a': 0, 'e': 0}",30,8,38.63061801040898,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,True,"{'a': 0, 'e': 0}",25,20,6.795497569526596,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,True,"{'a': 0, 'e': 0}",20,9,22.163621943365584,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,True,"{'a': 0, 'e': 0}",20,14,13.089207234185933,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,True,"{'a': 0, 'e': 0}",20,14,11.236349245169462,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,True,"{'a': 0, 'e': 0}",25,0,39.12643842000999,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
732,True,"{'a': 0, 'e': 0}",20,13,12.486231442014454,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,True,"{'a': 0, 'e': 0}",25,12,23.521045593750607,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,True,"{'a': 0, 'e': 0}",20,14,12.427170007068604,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,True,"{'a': 0, 'e': 0}",25,17,13.96650071050285,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,True,"{'a': 0, 'e': 0}",30,22,16.57330077991073,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,True,"{'a': 0, 'e': 0}",20,16,8.889340813957975,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,True,"{'a': 0, 'e': 0}",25,7,32.21496690725375,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,True,"{'a': 0, 'e': 0}",20,10,18.589187805630363,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,True,"{'a': 0, 'e': 0}",25,9,26.14172458262959,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,True,"{'a': 0, 'e': 0}",25,13,24.024857175519404,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
742,True,"{'a': 0, 'e': 0}",20,3,25.786637706641244,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,True,"{'a': 0, 'e': 0}",25,16,14.951475887624861,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,True,"{'a': 0, 'e': 0}",25,18,11.955191864485409,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,True,"{'a': 0, 'e': 0}",20,1,33.42262171967089,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,True,"{'a': 0, 'e': 0}",25,18,12.878878793444674,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,True,"{'a': 0, 'e': 0}",25,11,26.1634810188738,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,True,"{'a': 0, 'e': 0}",20,8,21.103926532504783,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,True,"{'a': 0, 'e': 0}",20,8,22.12722273740376,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
750,True,"{'a': 0, 'e': 0}",30,16,28.180623434355073,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,True,"{'a': 0, 'e': 0}",25,18,14.141260385934965,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,True,"{'a': 0, 'e': 0}",20,13,13.672230377356136,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
753,True,"{'a': 0, 'e': 0}",20,14,10.085135668167265,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
754,True,"{'a': 0, 'e': 0}",25,15,21.407442023196964,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
755,True,"{'a': 0, 'e': 0}",25,13,23.783332867900555,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,True,"{'a': 0, 'e': 0}",25,19,10.865399307555364,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
757,True,"{'a': 0, 'e': 0}",25,8,30.12386188197535,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,True,"{'a': 0, 'e': 0}",20,2,24.79708487953028,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
759,True,"{'a': 0, 'e': 0}",25,13,22.58761290124149,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,True,"{'a': 0, 'e': 0}",25,14,18.896772896588757,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,True,"{'a': 0, 'e': 0}",35,25,18.798988738425503,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,True,"{'a': 0, 'e': 0}",20,11,18.352440931095913,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,True,"{'a': 0, 'e': 0}",20,16,9.372985571638223,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
764,True,"{'a': 0, 'e': 0}",20,12,17.3790276781257,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
765,True,"{'a': 0, 'e': 0}",20,9,11.502455341519768,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
766,True,"{'a': 0, 'e': 0}",25,16,16.552445022567504,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
767,True,"{'a': 0, 'e': 0}",30,16,23.792799579909786,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
768,True,"{'a': 0, 'e': 0}",20,11,17.18881709419824,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,True,"{'a': 0, 'e': 0}",25,12,20.658811868419498,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
770,True,"{'a': 0, 'e': 0}",20,12,16.093943026873674,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
771,True,"{'a': 0, 'e': 0}",20,12,12.731894278676751,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,True,"{'a': 0, 'e': 0}",35,21,23.568967622799754,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
773,True,"{'a': 0, 'e': 0}",30,15,26.016589357656606,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,True,"{'a': 0, 'e': 0}",30,20,23.73897956722262,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,True,"{'a': 0, 'e': 0}",20,10,18.703133064175926,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
776,True,"{'a': 0, 'e': 0}",20,8,19.883410202509513,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
777,True,"{'a': 0, 'e': 0}",20,13,14.190994944859014,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,True,"{'a': 0, 'e': 0}",25,20,9.7167823374844,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
779,True,"{'a': 0, 'e': 0}",20,12,13.363259584395092,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,True,"{'a': 0, 'e': 0}",20,15,11.466904144542863,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
781,True,"{'a': 0, 'e': 0}",20,12,16.573853498617897,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,True,"{'a': 0, 'e': 0}",20,15,11.076787251865154,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
783,True,"{'a': 0, 'e': 0}",20,16,7.750736418333268,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
784,True,"{'a': 0, 'e': 0}",35,25,16.958822918906097,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
785,True,"{'a': 0, 'e': 0}",20,15,10.838622037559496,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
786,True,"{'a': 0, 'e': 0}",20,8,23.719893063249273,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,True,"{'a': 0, 'e': 0}",20,8,24.006148588722866,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,True,"{'a': 0, 'e': 0}",25,14,19.11172050299682,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
789,True,"{'a': 0, 'e': 0}",20,14,10.822746186140996,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
790,True,"{'a': 0, 'e': 0}",25,20,10.978900764109108,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
791,True,"{'a': 0, 'e': 0}",20,10,17.42957252145345,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
792,True,"{'a': 0, 'e': 0}",25,16,18.80283012229897,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
793,True,"{'a': 0, 'e': 0}",20,16,8.972246924266393,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
794,True,"{'a': 0, 'e': 0}",30,19,19.822129945821906,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
795,True,"{'a': 0, 'e': 0}",25,13,18.782694109420046,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
796,True,"{'a': 0, 'e': 0}",20,6,24.42948865399425,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
797,True,"{'a': 0, 'e': 0}",30,11,36.805055664387616,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
798,True,"{'a': 0, 'e': 0}",25,15,16.941675739837105,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
799,True,"{'a': 0, 'e': 0}",20,12,15.370228543105668,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
800,True,"{'a': 0, 'e': 0}",25,12,22.462403602184136,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
801,True,"{'a': 0, 'e': 0}",25,18,13.210465226563542,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
802,True,"{'a': 0, 'e': 0}",20,14,12.068378167795725,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
803,True,"{'a': 0, 'e': 0}",25,13,18.86336640362065,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
804,True,"{'a': 0, 'e': 0}",25,10,16.755387251465663,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
805,True,"{'a': 0, 'e': 0}",20,10,19.34043011970669,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
806,True,"{'a': 0, 'e': 0}",20,12,11.944420893519943,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
807,True,"{'a': 0, 'e': 0}",25,14,21.840826138743804,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
808,True,"{'a': 0, 'e': 0}",30,16,28.923384478548705,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
809,True,"{'a': 0, 'e': 0}",20,9,17.23916325108841,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
810,True,"{'a': 0, 'e': 0}",30,10,33.62457484773724,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
811,True,"{'a': 0, 'e': 0}",25,11,25.077245595345964,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
812,True,"{'a': 0, 'e': 0}",25,17,16.78192614780105,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
813,True,"{'a': 0, 'e': 0}",25,15,19.451937705986552,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
814,True,"{'a': 0, 'e': 0}",20,16,6.764428382087557,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
815,True,"{'a': 0, 'e': 0}",30,13,31.640832189067737,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
816,True,"{'a': 0, 'e': 0}",20,9,20.971034986162,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
817,True,"{'a': 0, 'e': 0}",20,6,20.357065408530275,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
818,True,"{'a': 0, 'e': 0}",20,13,13.179069067661421,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
819,True,"{'a': 0, 'e': 0}",25,7,31.14755762323844,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
820,True,"{'a': 0, 'e': 0}",30,20,19.127884758648065,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
821,True,"{'a': 0, 'e': 0}",35,27,14.365570217987887,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
822,True,"{'a': 0, 'e': 0}",20,15,9.730930803089734,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
823,True,"{'a': 0, 'e': 0}",20,13,13.591525987006312,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
824,True,"{'a': 0, 'e': 0}",25,11,26.184021958088707,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
825,True,"{'a': 0, 'e': 0}",20,10,19.296313648130333,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
826,True,"{'a': 0, 'e': 0}",20,9,21.164855747959006,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
827,True,"{'a': 0, 'e': 0}",20,6,18.02276237326151,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
828,True,"{'a': 0, 'e': 0}",25,16,17.741412919025965,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
829,True,"{'a': 0, 'e': 0}",20,12,13.575391833476806,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
830,True,"{'a': 0, 'e': 0}",20,11,16.85623998218987,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
831,True,"{'a': 0, 'e': 0}",20,14,11.953903092036168,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
832,True,"{'a': 0, 'e': 0}",20,3,28.600484051041306,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
833,True,"{'a': 0, 'e': 0}",30,11,32.92719519400918,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
834,True,"{'a': 0, 'e': 0}",25,7,32.9435111463857,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
835,True,"{'a': 0, 'e': 0}",25,7,33.29227080341345,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
836,True,"{'a': 0, 'e': 0}",20,15,6.521842862296624,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
837,True,"{'a': 0, 'e': 0}",20,11,17.185684281164026,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
838,True,"{'a': 0, 'e': 0}",20,12,16.936473573291803,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
839,True,"{'a': 0, 'e': 0}",20,14,12.23778152300472,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
840,True,"{'a': 0, 'e': 0}",20,10,14.078974209675714,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
841,True,"{'a': 0, 'e': 0}",25,19,13.164107766932979,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
842,True,"{'a': 0, 'e': 0}",25,8,31.098660365807536,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
843,True,"{'a': 0, 'e': 0}",30,8,41.33960882546933,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
844,True,"{'a': 0, 'e': 0}",20,12,14.924811507913194,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
845,True,"{'a': 0, 'e': 0}",20,16,7.13245909424027,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
846,True,"{'a': 0, 'e': 0}",20,8,25.358835005207983,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
847,True,"{'a': 0, 'e': 0}",20,13,13.152435557760324,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
848,True,"{'a': 0, 'e': 0}",35,18,27.821492064573732,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
849,True,"{'a': 0, 'e': 0}",30,16,26.705773761034337,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
850,True,"{'a': 0, 'e': 0}",20,14,12.72205231780628,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
851,True,"{'a': 0, 'e': 0}",20,9,20.26439653519616,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
852,True,"{'a': 0, 'e': 0}",20,11,16.38172688614334,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
853,True,"{'a': 0, 'e': 0}",20,0,24.081231984493833,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
854,True,"{'a': 0, 'e': 0}",30,12,31.56144736105953,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
855,True,"{'a': 0, 'e': 0}",25,4,34.407799833675604,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
856,True,"{'a': 0, 'e': 0}",25,8,30.277607055322502,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
857,True,"{'a': 0, 'e': 0}",20,14,10.933981320973938,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
858,True,"{'a': 0, 'e': 0}",20,15,9.13067239865989,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
859,True,"{'a': 0, 'e': 0}",25,20,10.60076390745456,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
860,True,"{'a': 0, 'e': 0}",20,10,20.825690187527726,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
861,True,"{'a': 0, 'e': 0}",25,17,18.308656804383272,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
862,True,"{'a': 0, 'e': 0}",20,12,16.564862033552462,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
863,True,"{'a': 0, 'e': 0}",30,20,17.809574538709516,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
864,True,"{'a': 0, 'e': 0}",30,18,19.68416037749001,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
865,True,"{'a': 0, 'e': 0}",25,11,28.242741401607113,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
866,True,"{'a': 0, 'e': 0}",25,14,19.25184067260937,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
867,True,"{'a': 0, 'e': 0}",25,13,22.54185447879241,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
868,True,"{'a': 0, 'e': 0}",20,7,23.01151317528207,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
869,True,"{'a': 0, 'e': 0}",25,17,13.73019831956963,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
870,True,"{'a': 0, 'e': 0}",20,14,9.256117882583528,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
871,True,"{'a': 0, 'e': 0}",25,15,18.47479194787576,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
872,True,"{'a': 0, 'e': 0}",30,16,26.320975702776828,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
873,True,"{'a': 0, 'e': 0}",30,20,15.670783051147847,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
874,True,"{'a': 0, 'e': 0}",20,0,33.18409000769955,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
875,True,"{'a': 0, 'e': 0}",20,9,22.289761841012133,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
876,True,"{'a': 0, 'e': 0}",25,10,31.575381374869675,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
877,True,"{'a': 0, 'e': 0}",30,14,27.255792075774913,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
878,True,"{'a': 0, 'e': 0}",20,0,29.09783478640988,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
879,True,"{'a': 0, 'e': 0}",20,7,26.707490497698373,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
880,True,"{'a': 0, 'e': 0}",25,14,19.180628572785658,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
881,True,"{'a': 0, 'e': 0}",20,15,10.363024708444158,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
882,True,"{'a': 0, 'e': 0}",20,14,11.19749529206058,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
883,True,"{'a': 0, 'e': 0}",25,16,15.30271077729983,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
884,True,"{'a': 0, 'e': 0}",25,17,13.879118895967387,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
885,True,"{'a': 0, 'e': 0}",20,2,29.80583836694209,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
886,True,"{'a': 0, 'e': 0}",30,12,26.961523184910483,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
887,True,"{'a': 0, 'e': 0}",30,23,14.315664638029059,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
888,True,"{'a': 0, 'e': 0}",25,19,10.193803471152368,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
889,True,"{'a': 0, 'e': 0}",20,3,23.111475865924614,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
890,True,"{'a': 0, 'e': 0}",30,12,38.55142749641623,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
891,True,"{'a': 0, 'e': 0}",25,13,20.902392886112217,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
892,True,"{'a': 0, 'e': 0}",30,16,21.948382515972675,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
893,True,"{'a': 0, 'e': 0}",20,11,16.01720541988971,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
894,True,"{'a': 0, 'e': 0}",25,11,25.790898391766483,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
895,True,"{'a': 0, 'e': 0}",25,11,24.38473884192204,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
896,True,"{'a': 0, 'e': 0}",25,12,24.590995276716654,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
897,True,"{'a': 0, 'e': 0}",25,13,22.200509564890687,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
898,True,"{'a': 0, 'e': 0}",30,15,28.227111038307275,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
899,True,"{'a': 0, 'e': 0}",25,10,22.312898211149427,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
900,True,"{'a': 0, 'e': 0}",25,15,18.47790141859728,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
901,True,"{'a': 0, 'e': 0}",20,14,13.227333546536354,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
902,True,"{'a': 0, 'e': 0}",20,5,26.709479374493405,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
903,True,"{'a': 0, 'e': 0}",25,8,31.797332149599722,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
904,True,"{'a': 0, 'e': 0}",25,14,17.166718886700917,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
905,True,"{'a': 0, 'e': 0}",20,13,11.798615805525856,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
906,True,"{'a': 0, 'e': 0}",20,2,28.034429582577403,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
